,date,tweet_count,daily_sent,binance,charliebilello,coinmarketcap,huobiglobal,vitalikbuterin,investingcom,justinsuntron,grayscale,bosslogic,scottmelker
2020-05-11,2020-05-11,2,0.0,0,0,0,1,0,0,0,0,0,0
2020-05-09,2020-05-09,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-05-08,2020-05-08,2,0.4767,0,0,0,0,0,0,0,0,0,0
2020-05-07,2020-05-07,2,0.3612,0,0,0,0,0,0,0,0,0,0
2020-05-06,2020-05-06,2,0.34,0,0,0,0,0,0,0,0,0,0
2020-05-04,2020-05-04,6,0.3970666666666667,1,0,0,0,0,0,0,0,0,0
2020-05-03,2020-05-03,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-30,2020-04-30,2,0.2023,0,0,0,0,0,0,0,0,0,0
2020-04-28,2020-04-28,2,0.296,0,0,0,0,0,0,0,0,0,0
2020-04-27,2020-04-27,2,0.8074,0,0,0,0,0,0,0,0,0,0
2020-04-26,2020-04-26,2,0.7065,0,0,0,0,0,0,0,0,0,0
2020-04-22,2020-04-22,2,0.0,0,0,0,0,0,0,0,0,0,1
2020-04-20,2020-04-20,4,-0.07950000000000002,0,0,0,0,0,0,0,0,0,0
2020-04-17,2020-04-17,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-16,2020-04-16,2,0.5511,0,0,0,0,0,0,0,0,0,0
2020-04-15,2020-04-15,4,0.125,0,0,0,0,0,0,0,0,0,0
2020-04-14,2020-04-14,6,-0.005166666666666662,0,0,1,0,0,0,0,0,0,0
2020-04-13,2020-04-13,2,0.5719,0,0,0,0,0,0,0,0,0,1
2020-04-12,2020-04-12,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-09,2020-04-09,2,0.6705,0,0,0,0,0,0,0,0,0,0
2020-04-07,2020-04-07,4,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-01,2020-04-01,4,0.60895,0,0,0,0,1,0,0,0,0,0
2020-03-31,2020-03-31,4,0.17,0,0,0,0,1,0,0,0,0,0
2020-03-30,2020-03-30,6,0.08460000000000001,1,0,0,0,0,0,0,0,0,0
2020-03-25,2020-03-25,2,0.0,1,0,0,0,0,0,0,0,0,0
2020-03-24,2020-03-24,4,0.4221,0,0,0,0,1,0,0,0,0,0
2020-03-23,2020-03-23,2,0.0,1,0,0,0,0,0,0,0,0,0
2020-03-21,2020-03-21,2,0.0,0,0,0,0,1,0,0,0,0,0
2020-03-20,2020-03-20,2,0.34,0,0,0,0,0,0,0,0,0,0
2020-03-19,2020-03-19,6,0.47866666666666674,1,0,0,0,0,0,1,0,0,0
2020-03-18,2020-03-18,2,0.0,1,0,0,0,0,0,0,0,0,0
2020-03-17,2020-03-17,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-03-12,2020-03-12,4,-0.42255,0,0,0,0,0,0,0,0,0,0
2020-03-10,2020-03-10,2,-0.743,0,0,0,0,0,0,0,0,0,0
2020-03-09,2020-03-09,2,0.8513,0,0,0,0,0,0,0,0,0,0
2020-03-06,2020-03-06,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-03-05,2020-03-05,2,0.2263,0,0,0,0,0,0,0,0,0,0
2020-03-04,2020-03-04,2,0.5574,0,0,0,0,0,0,0,0,0,0
2020-03-03,2020-03-03,8,0.01865,0,0,0,0,0,0,0,0,0,0
2020-03-02,2020-03-02,12,0.30560000000000004,0,0,0,0,0,0,0,0,0,0
2020-02-29,2020-02-29,14,0.06994285714285715,0,0,0,0,0,0,0,0,0,0
2020-02-28,2020-02-28,2,0.4574,0,0,0,0,0,0,0,0,0,0
2020-02-27,2020-02-27,4,0.5065,0,0,0,0,0,0,0,0,0,0
2020-02-25,2020-02-25,2,0.4767,0,0,0,0,0,0,0,0,0,0
2020-02-24,2020-02-24,4,0.05019999999999998,0,0,0,0,0,0,0,1,0,0
2020-02-21,2020-02-21,2,0.3382,0,0,0,0,0,0,0,0,0,0
2020-02-20,2020-02-20,2,0.7717,0,0,0,0,0,0,0,0,0,0
2020-02-19,2020-02-19,2,-0.3595,0,0,0,0,0,0,0,0,0,0
2020-02-18,2020-02-18,4,-0.4302,0,0,0,0,0,0,0,0,0,0
2020-02-17,2020-02-17,4,0.29635,1,0,0,0,0,0,0,0,0,1
2020-02-15,2020-02-15,4,0.03395,1,0,0,0,0,0,0,0,0,0
2020-02-14,2020-02-14,2,0.2023,0,0,0,0,0,0,0,1,0,0
2020-02-13,2020-02-13,6,0.09143333333333332,0,0,0,0,0,0,0,1,0,0
2020-02-12,2020-02-12,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-02-11,2020-02-11,6,0.12106666666666667,0,0,0,0,0,0,0,0,0,0
2020-02-09,2020-02-09,2,0.4939,0,0,0,0,0,0,0,0,0,0
2020-02-08,2020-02-08,4,0.64775,0,0,0,0,0,0,0,0,0,0
2020-02-07,2020-02-07,2,0.5106,0,0,0,0,0,0,0,0,0,0
2020-02-06,2020-02-06,8,0.20169999999999996,1,0,0,0,0,0,0,0,0,0
2020-02-05,2020-02-05,8,0.401575,0,0,0,0,0,0,0,0,0,1
2020-02-04,2020-02-04,2,0.0,0,0,0,0,1,0,0,0,0,0
2020-01-31,2020-01-31,4,0.0,1,0,0,0,0,0,0,0,0,0
2020-01-29,2020-01-29,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-28,2020-01-28,6,-0.21453333333333333,0,0,0,0,0,0,0,0,0,0
2020-01-27,2020-01-27,4,0.52105,0,0,0,0,0,0,0,0,0,0
2020-01-26,2020-01-26,2,0.4019,0,0,0,0,0,0,0,0,0,0
2020-01-23,2020-01-23,2,0.0,1,0,0,0,0,0,0,0,0,0
2020-01-17,2020-01-17,2,0.1027,0,0,0,0,0,0,0,0,0,0
2020-01-16,2020-01-16,4,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-15,2020-01-15,2,0.1901,0,0,0,0,0,0,0,0,0,0
2020-01-14,2020-01-14,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-13,2020-01-13,2,0.3182,0,0,0,0,1,0,0,0,0,0
2020-01-10,2020-01-10,2,-0.296,0,0,0,0,0,0,0,0,0,0
2020-01-09,2020-01-09,2,-0.296,0,0,0,0,0,0,0,0,0,0
2020-01-07,2020-01-07,2,0.3321,0,0,0,0,0,0,0,0,0,0
2020-01-06,2020-01-06,4,-0.36885,0,0,0,0,0,0,0,0,0,0
2020-01-05,2020-01-05,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-03,2020-01-03,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-02,2020-01-02,8,0.7405999999999999,0,0,0,0,0,0,0,0,0,0
2020-01-01,2020-01-01,4,0.17435,0,0,0,0,0,0,0,0,0,0
2019-12-31,2019-12-31,4,0.21199999999999997,0,0,0,0,0,0,0,0,0,0
2019-12-30,2019-12-30,2,0.4019,1,0,0,0,0,0,0,0,0,0
2019-12-29,2019-12-29,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-12-27,2019-12-27,2,0.8625,0,0,0,0,0,0,0,0,0,0
2019-12-26,2019-12-26,4,-0.22235,0,0,0,0,0,0,0,0,0,0
2019-12-25,2019-12-25,2,0.4019,0,0,0,0,0,0,0,0,0,0
2019-12-23,2019-12-23,2,0.8969,0,0,0,0,0,0,0,0,0,0
2019-12-19,2019-12-19,2,-0.296,0,0,0,0,0,0,0,0,0,0
2019-12-17,2019-12-17,4,0.0,0,0,0,0,0,0,0,0,0,0
2019-12-13,2019-12-13,8,0.4806,0,0,0,0,0,0,0,1,0,0
2019-12-11,2019-12-11,4,0.1466,0,0,0,0,0,0,0,0,0,0
2019-12-10,2019-12-10,4,-0.2952,0,0,0,0,0,0,0,0,0,0
2019-12-09,2019-12-09,6,-0.0014666666666666532,0,0,0,0,0,0,0,0,0,0
2019-12-08,2019-12-08,10,0.6452799999999999,0,0,0,0,0,0,0,0,0,0
2019-12-07,2019-12-07,2,0.4019,1,0,0,0,0,0,0,0,0,0
2019-12-06,2019-12-06,2,0.5574,0,0,0,0,0,0,0,0,0,0
2019-12-05,2019-12-05,6,0.5793333333333334,1,0,0,0,0,0,0,0,0,0
2019-12-04,2019-12-04,2,-0.9169,0,0,0,0,0,0,0,0,0,0
2019-12-02,2019-12-02,4,0.05295,0,0,0,0,0,0,0,0,0,0
2019-11-27,2019-11-27,4,0.20095,0,0,0,0,1,0,0,0,0,0
2019-11-26,2019-11-26,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-11-21,2019-11-21,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-11-20,2019-11-20,2,0.802,0,0,0,0,0,0,0,0,0,0
2019-11-18,2019-11-18,4,-0.148,0,0,0,0,0,0,0,0,0,0
2019-11-17,2019-11-17,2,0.4404,0,0,0,0,0,0,0,0,0,0
2019-11-16,2019-11-16,2,0.34,0,0,0,0,0,0,0,0,0,0
2019-11-15,2019-11-15,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-11-13,2019-11-13,2,-0.0516,0,0,0,0,0,0,0,0,0,0
2019-11-10,2019-11-10,2,0.8957,0,0,0,0,0,0,0,0,0,0
2019-11-08,2019-11-08,6,0.24163333333333328,0,0,0,0,0,0,0,0,0,0
2019-11-05,2019-11-05,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-11-04,2019-11-04,4,0.25465,0,0,0,0,0,0,0,0,0,0
2019-11-03,2019-11-03,2,-0.2732,0,0,0,0,0,0,0,0,0,0
2019-11-02,2019-11-02,2,-0.1027,0,0,0,0,0,0,0,0,0,0
2019-11-01,2019-11-01,2,0.7003,0,0,0,0,0,0,0,0,0,0
2019-10-31,2019-10-31,2,0.6249,0,0,0,0,0,0,0,0,0,0
2019-10-29,2019-10-29,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-27,2019-10-27,2,0.5267,0,0,0,0,0,0,0,0,0,0
2019-10-26,2019-10-26,4,0.8038,0,0,0,0,1,0,0,0,0,0
2019-10-23,2019-10-23,2,0.128,0,0,0,0,0,0,0,0,0,0
2019-10-22,2019-10-22,2,0.7959,0,0,0,0,0,0,0,0,0,0
2019-10-21,2019-10-21,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-18,2019-10-18,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-17,2019-10-17,2,0.5719,0,0,0,0,0,0,0,0,0,0
2019-10-16,2019-10-16,2,-0.2023,0,0,0,0,0,0,0,0,0,0
2019-10-15,2019-10-15,2,0.0772,0,0,0,0,0,0,0,0,0,0
2019-10-14,2019-10-14,2,0.8402,0,0,0,0,0,0,0,0,0,0
2019-10-10,2019-10-10,2,0.5434,0,0,0,0,0,0,0,0,0,0
2019-10-09,2019-10-09,4,0.38885,0,0,0,0,1,0,0,0,0,0
2019-10-03,2019-10-03,2,0.3182,0,0,0,0,0,0,0,0,0,0
2019-10-01,2019-10-01,2,-0.6369,0,0,0,0,0,0,0,0,0,0
2019-09-27,2019-09-27,4,-0.10294999999999999,0,0,0,0,0,0,0,0,0,0
2019-09-26,2019-09-26,2,0.2716,0,0,0,0,0,0,0,0,0,0
2019-09-25,2019-09-25,4,0.57675,0,0,0,0,0,0,0,0,0,0
2019-09-24,2019-09-24,2,-0.296,0,0,0,0,0,0,0,0,0,0
2019-09-23,2019-09-23,6,0.0332,0,0,0,0,0,0,0,0,0,1
2019-09-19,2019-09-19,8,0.47452500000000003,0,0,0,0,0,0,0,0,0,0
2019-09-18,2019-09-18,2,-0.296,0,0,0,0,0,0,0,0,0,0
2019-09-17,2019-09-17,4,0.1838,0,0,0,0,0,0,0,0,0,0
2019-09-16,2019-09-16,4,0.042899999999999994,0,0,0,0,0,0,0,0,0,0
2019-09-12,2019-09-12,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-09-11,2019-09-11,2,0.3612,0,0,0,0,0,0,0,0,0,0
2019-09-10,2019-09-10,2,0.8478,0,0,0,0,0,0,0,0,0,0
2019-09-06,2019-09-06,4,0.0,0,0,0,0,0,0,0,0,0,0
2019-09-04,2019-09-04,2,0.0772,0,0,0,0,0,0,0,0,0,0
2019-09-03,2019-09-03,2,0.5589,0,0,0,0,0,0,0,0,0,0
2019-09-01,2019-09-01,2,-0.296,0,0,0,0,0,0,0,0,0,0
2019-08-26,2019-08-26,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-24,2019-08-24,2,-0.3182,0,0,0,0,0,0,0,0,0,0
2019-08-22,2019-08-22,8,0.30804999999999993,0,0,0,0,0,0,0,0,0,0
2019-08-20,2019-08-20,2,0.6124,0,0,0,0,0,0,0,0,0,0
2019-08-19,2019-08-19,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-18,2019-08-18,2,-0.264,0,0,0,0,0,0,0,0,0,0
2019-08-17,2019-08-17,2,0.8288,0,0,0,0,0,0,0,0,0,0
2019-08-16,2019-08-16,2,-0.3736,0,0,0,0,0,0,0,0,0,0
2019-08-15,2019-08-15,2,0.7396,0,0,0,0,0,0,0,0,0,0
2019-08-10,2019-08-10,4,0.5559000000000001,0,0,0,0,0,0,0,0,0,0
2019-08-09,2019-08-09,4,-0.07655,0,0,0,0,0,0,0,0,0,0
2019-08-08,2019-08-08,2,0.7096,0,0,0,0,0,0,0,0,0,0
2019-08-04,2019-08-04,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-02,2019-08-02,4,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-31,2019-07-31,2,0.128,0,0,0,0,0,0,0,0,0,0
2019-07-30,2019-07-30,16,0.36000000000000004,1,0,0,0,0,0,0,0,0,0
2019-07-29,2019-07-29,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-28,2019-07-28,2,0.3182,0,0,0,0,0,0,0,0,0,0
2019-07-25,2019-07-25,4,0.60365,0,0,0,0,0,0,0,0,0,0
2019-07-24,2019-07-24,2,0.796,0,0,0,0,0,0,0,0,0,0
2019-07-22,2019-07-22,4,0.0129,0,0,0,0,0,0,0,0,0,0
2019-07-21,2019-07-21,2,0.4526,0,0,0,0,0,0,0,0,0,0
2019-07-19,2019-07-19,6,0.3551,0,0,0,0,0,0,0,0,0,0
2019-07-18,2019-07-18,2,0.7003,0,0,0,0,0,0,0,0,0,0
2019-07-17,2019-07-17,2,0.2716,0,0,0,0,0,0,0,0,0,0
2019-07-16,2019-07-16,2,-0.5751,0,0,0,0,0,0,0,0,0,0
2019-07-15,2019-07-15,4,0.4254,0,0,0,0,0,0,0,0,0,0
2019-07-03,2019-07-03,2,-0.4404,0,0,0,0,0,0,0,0,0,0
2019-07-02,2019-07-02,2,0.4588,0,0,0,0,0,0,0,0,0,0
2019-06-30,2019-06-30,4,0.0465,0,0,0,0,0,0,0,0,0,0
2019-06-29,2019-06-29,2,0.5686,0,0,0,0,0,0,0,0,0,0
2019-06-27,2019-06-27,2,-0.1531,0,0,0,0,0,0,0,0,0,0
2019-06-26,2019-06-26,4,0.0,0,0,0,0,0,0,0,0,0,0
2019-06-25,2019-06-25,2,0.7096,0,0,0,0,0,0,0,0,0,0
2019-06-21,2019-06-21,2,0.3612,0,0,0,0,0,0,0,0,0,0
2019-06-20,2019-06-20,2,0.3612,0,0,0,0,0,0,0,0,0,0
2019-06-19,2019-06-19,2,0.6369,0,1,0,0,0,0,0,0,0,0
2019-06-18,2019-06-18,2,0.3182,0,0,0,0,0,0,0,0,0,0
2019-06-14,2019-06-14,6,0.4858333333333334,0,0,0,0,0,0,0,0,0,0
2019-06-12,2019-06-12,4,0.13340000000000002,0,0,0,0,0,0,0,0,0,0
2019-06-10,2019-06-10,2,0.8745,0,0,0,0,0,0,0,0,0,0
2019-06-07,2019-06-07,2,0.296,1,0,0,0,0,0,0,0,0,0
2019-06-06,2019-06-06,2,0.636,0,0,0,0,0,0,0,0,0,0
2019-06-04,2019-06-04,8,0.175625,1,0,0,0,0,0,0,0,0,0
2019-06-03,2019-06-03,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-06-02,2019-06-02,2,0.4215,0,0,0,0,0,0,0,0,0,0
2019-05-31,2019-05-31,10,0.051380000000000016,0,0,0,0,0,0,0,0,0,0
2019-05-30,2019-05-30,2,0.7178,0,0,0,0,0,0,0,0,0,0
2019-05-29,2019-05-29,4,0.21075,0,0,0,0,0,0,0,0,0,0
2019-05-28,2019-05-28,2,0.8553,0,0,0,0,0,0,0,0,0,0
2019-05-27,2019-05-27,6,0.11010000000000002,0,1,0,0,0,0,0,0,0,0
2019-05-26,2019-05-26,2,0.3818,0,0,0,0,0,0,0,0,0,0
2019-05-24,2019-05-24,4,0.436,0,0,0,0,0,0,0,1,0,0
2019-05-22,2019-05-22,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-21,2019-05-21,4,0.11175,0,0,0,0,0,0,0,0,0,0
2019-05-20,2019-05-20,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-19,2019-05-19,4,0.398,0,0,0,0,0,0,0,0,0,0
2019-05-17,2019-05-17,2,-0.5719,0,0,0,0,0,0,0,0,0,0
2019-05-16,2019-05-16,2,0.1531,0,0,0,0,0,0,0,0,0,0
2019-05-15,2019-05-15,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-14,2019-05-14,6,0.9101666666666666,0,0,0,0,0,0,1,0,0,0
2019-05-13,2019-05-13,2,0.2732,0,0,0,0,0,0,0,0,0,0
2019-05-11,2019-05-11,6,0.17806666666666668,0,0,0,0,0,0,0,0,0,0
2019-05-10,2019-05-10,4,0.42595,0,0,0,0,0,0,0,0,0,0
2019-05-08,2019-05-08,2,-0.631,0,0,0,0,0,0,0,0,0,0
2019-05-07,2019-05-07,6,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-06,2019-05-06,4,0.83295,0,0,0,0,0,0,0,0,0,1
2019-05-05,2019-05-05,2,0.8225,0,0,0,0,0,0,0,0,0,0
2019-04-23,2019-04-23,2,0.4588,0,0,0,0,0,0,0,0,0,0
2019-04-19,2019-04-19,2,-0.0516,0,0,0,0,0,0,0,0,0,0
2019-04-18,2019-04-18,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-04-16,2019-04-16,2,-0.4576,0,0,0,0,0,0,0,0,0,1
2019-04-14,2019-04-14,2,0.4199,0,0,0,0,0,0,0,0,0,0
2019-04-11,2019-04-11,8,0.100125,0,0,0,0,0,0,0,0,0,0
2019-04-10,2019-04-10,6,0.3582666666666667,0,0,0,0,0,0,0,0,0,0
2019-04-09,2019-04-09,2,0.5106,0,0,0,0,0,0,0,0,0,0
2019-04-08,2019-04-08,4,0.6003499999999999,0,0,0,0,0,0,0,0,0,0
2019-04-03,2019-04-03,4,0.0,0,0,0,0,0,0,0,0,0,1
2019-04-02,2019-04-02,2,0.34,0,0,0,0,0,0,0,0,0,0
2019-03-31,2019-03-31,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-03-29,2019-03-29,2,0.4019,0,0,0,0,0,0,0,0,0,0
2019-03-26,2019-03-26,2,0.2263,0,0,0,0,0,0,0,0,0,0
2019-03-23,2019-03-23,2,0.251,0,0,0,0,0,0,0,0,0,0
2019-03-22,2019-03-22,2,0.5563,0,0,0,0,0,0,0,0,0,0
2019-03-20,2019-03-20,2,0.1779,0,0,0,0,0,0,0,0,0,0
2019-03-17,2019-03-17,2,0.8343,0,0,0,0,0,0,0,0,0,0
2019-03-14,2019-03-14,2,0.6249,0,0,0,0,0,0,0,0,0,0
2019-03-12,2019-03-12,2,0.3182,0,0,0,0,0,0,0,0,0,0
2019-03-11,2019-03-11,8,0.4283,0,0,0,0,0,0,0,0,0,0
2019-03-09,2019-03-09,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-03-06,2019-03-06,4,0.12980000000000003,0,0,0,0,0,0,0,0,0,0
2019-03-05,2019-03-05,4,0.4521,0,0,0,0,0,0,0,0,0,0
2019-03-04,2019-03-04,2,0.4215,0,0,0,0,0,0,0,0,0,0
2019-02-28,2019-02-28,12,0.08844999999999999,0,0,0,0,0,0,0,0,0,0
2019-02-27,2019-02-27,2,0.9201,0,0,0,0,0,0,0,0,0,0
2019-02-26,2019-02-26,2,-0.7906,0,0,0,0,0,0,0,0,0,0
2019-02-25,2019-02-25,4,0.16885,0,0,0,0,0,0,0,0,0,0
2019-02-21,2019-02-21,4,-0.11929999999999999,0,0,0,0,0,0,0,0,0,0
2019-02-20,2019-02-20,2,0.5106,0,0,0,0,0,0,0,0,0,0
2019-02-19,2019-02-19,4,-0.05135,0,0,0,0,0,0,0,0,0,0
2019-02-18,2019-02-18,6,0.21286666666666668,0,0,0,0,0,0,0,0,0,0
2019-02-16,2019-02-16,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-02-15,2019-02-15,4,0.7810999999999999,0,0,0,0,0,0,0,0,0,0
2019-02-12,2019-02-12,2,0.3612,0,0,0,0,0,0,0,0,0,0
2019-02-11,2019-02-11,2,0.1655,0,0,0,0,0,0,0,0,0,0
2019-02-08,2019-02-08,6,0.20046666666666668,0,0,0,0,0,0,0,0,0,0
2019-02-04,2019-02-04,2,0.2406,0,0,0,0,0,0,0,0,0,0
2019-02-03,2019-02-03,2,0.765,0,0,0,0,0,0,0,0,0,0
2019-02-02,2019-02-02,2,0.0516,0,0,0,0,0,0,0,0,0,0
2019-02-01,2019-02-01,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-01-31,2019-01-31,4,0.04400000000000001,0,0,0,0,0,0,0,0,0,0
2019-01-30,2019-01-30,4,0.6698,0,0,0,0,0,0,0,0,0,0
2019-01-29,2019-01-29,4,-0.0991,0,0,0,0,0,0,0,0,0,0
2019-01-21,2019-01-21,2,-0.2263,0,0,0,0,0,0,0,0,0,0
2019-01-20,2019-01-20,2,-0.3182,0,0,0,0,0,0,0,0,0,0
2019-01-17,2019-01-17,2,0.5859,0,0,0,0,1,0,0,0,0,0
2019-01-16,2019-01-16,8,-0.14184999999999998,0,0,0,0,1,0,0,0,0,0
2019-01-15,2019-01-15,2,0.7717,0,0,0,0,0,0,0,0,0,0
2019-01-14,2019-01-14,6,0.48023333333333335,0,0,0,0,0,0,0,0,0,0
2019-01-13,2019-01-13,4,0.3119,0,0,0,0,0,0,0,0,0,1
2019-01-12,2019-01-12,2,-0.2023,0,0,0,0,0,0,0,0,0,0
2019-01-11,2019-01-11,4,0.36755,0,0,0,0,0,0,0,0,0,1
2019-01-10,2019-01-10,4,0.4059,0,0,0,0,0,0,0,0,0,0
2019-01-09,2019-01-09,8,-0.10225000000000001,0,0,0,0,1,0,0,0,0,0
2019-01-08,2019-01-08,4,-0.5264500000000001,0,0,0,0,0,0,0,0,0,0
2019-01-06,2019-01-06,2,0.2382,0,0,0,0,0,0,0,0,0,0
2019-01-05,2019-01-05,2,0.296,0,0,0,0,0,0,0,0,0,0
2019-01-04,2019-01-04,2,-0.8225,0,0,0,0,0,0,0,0,0,0
2019-01-03,2019-01-03,2,0.7184,0,0,0,0,0,0,0,0,0,0
2019-01-02,2019-01-02,4,0.15835,0,0,0,0,0,0,0,0,0,0
2019-01-01,2019-01-01,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-31,2018-12-31,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-30,2018-12-30,2,0.6486,0,0,0,0,1,0,0,0,0,0
2018-12-29,2018-12-29,8,0.3721,0,0,0,0,0,0,0,0,0,0
2018-12-28,2018-12-28,2,0.2023,0,0,0,0,0,0,0,0,0,0
2018-12-27,2018-12-27,4,-0.05135,0,0,0,0,0,0,0,0,0,0
2018-12-24,2018-12-24,2,0.0,0,0,0,0,0,0,0,0,0,1
2018-12-23,2018-12-23,2,-0.5972,0,0,0,0,0,0,1,0,0,0
2018-12-22,2018-12-22,6,0.6016333333333334,0,0,0,0,1,0,1,0,0,0
2018-12-21,2018-12-21,2,0.8381,0,0,0,0,0,0,0,0,0,0
2018-12-20,2018-12-20,2,0.6808,0,0,0,0,0,0,0,0,0,0
2018-12-19,2018-12-19,6,0.4354,0,0,0,0,0,0,0,0,0,0
2018-12-17,2018-12-17,4,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-15,2018-12-15,2,-0.5272,0,0,0,0,0,0,0,0,0,0
2018-12-14,2018-12-14,2,0.8705,0,0,0,0,0,0,0,0,0,0
2018-12-12,2018-12-12,2,0.4574,0,0,0,0,0,0,0,0,0,0
2018-12-11,2018-12-11,2,0.8395,0,0,0,0,0,0,0,0,0,0
2018-12-08,2018-12-08,4,0.11035,0,0,0,0,0,0,0,0,0,0
2018-12-07,2018-12-07,4,-0.09809999999999999,0,0,0,0,0,0,0,0,0,0
2018-12-02,2018-12-02,2,0.3612,0,0,0,0,0,0,0,0,0,0
2018-11-30,2018-11-30,2,-0.5023,0,0,0,0,0,0,0,0,0,0
2018-11-27,2018-11-27,10,0.32718,0,0,0,0,0,0,0,0,0,0
2018-11-26,2018-11-26,4,0.2997,0,0,0,0,0,0,1,0,0,0
2018-11-24,2018-11-24,4,0.5194,0,0,0,0,0,0,0,0,0,0
2018-11-23,2018-11-23,2,0.6369,0,0,0,0,0,0,0,0,0,0
2018-11-22,2018-11-22,2,0.9898,0,0,0,0,0,0,0,0,0,0
2018-11-17,2018-11-17,2,0.4137,0,0,0,0,0,0,0,0,0,0
2018-11-16,2018-11-16,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-15,2018-11-15,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-14,2018-11-14,2,0.555,0,0,0,0,0,0,0,0,0,0
2018-11-13,2018-11-13,2,0.0,0,0,0,0,1,0,0,0,0,0
2018-11-12,2018-11-12,4,-0.18405000000000002,0,0,0,0,0,0,0,0,0,0
2018-11-10,2018-11-10,2,0.0,0,0,0,0,0,0,1,0,0,0
2018-11-08,2018-11-08,6,-0.0262,0,0,0,0,0,0,0,0,0,0
2018-11-07,2018-11-07,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-05,2018-11-05,2,0.6983,0,0,0,0,1,0,0,0,0,0
2018-11-03,2018-11-03,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-11-02,2018-11-02,2,0.466,0,0,0,0,0,0,0,0,0,0
2018-11-01,2018-11-01,4,-0.04684999999999998,0,0,0,0,0,0,0,0,0,0
2018-10-30,2018-10-30,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-10-29,2018-10-29,2,0.7969,0,0,0,0,0,0,0,0,0,0
2018-10-28,2018-10-28,2,0.8051,0,0,0,0,0,0,0,0,0,0
2018-10-27,2018-10-27,8,0.519425,0,0,0,0,0,0,0,0,0,0
2018-10-24,2018-10-24,2,0.7579,0,0,0,0,0,0,0,0,0,0
2018-10-22,2018-10-22,4,0.02955000000000002,0,0,0,0,0,0,0,0,0,0
2018-10-21,2018-10-21,4,0.49305,0,0,0,0,0,0,0,0,0,0
2018-10-20,2018-10-20,6,0.3493,0,0,0,0,0,0,1,0,0,0
2018-10-19,2018-10-19,10,0.28152000000000005,0,0,0,0,0,0,1,0,0,0
2018-10-18,2018-10-18,4,-0.3404,0,0,0,0,0,0,0,0,0,0
2018-10-17,2018-10-17,4,0.2732,0,0,0,0,0,0,0,0,0,0
2018-10-14,2018-10-14,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-10-13,2018-10-13,2,0.8316,0,0,0,0,0,0,0,0,0,0
2018-10-12,2018-10-12,4,0.6685,0,0,0,0,0,0,0,0,0,0
2018-10-08,2018-10-08,4,0.8215,0,0,0,0,0,0,0,0,0,0
2018-10-07,2018-10-07,6,-0.13413333333333333,0,0,0,0,0,0,0,0,0,0
2018-10-05,2018-10-05,4,-0.013000000000000005,0,0,0,0,0,0,0,0,0,0
2018-10-04,2018-10-04,2,0.8885,0,0,0,0,0,0,0,0,0,0
2018-10-03,2018-10-03,2,-0.2023,0,0,0,0,0,0,0,0,0,0
